seq,slot,bytes,npts,e2e_us,fft_us,peak_hz,expect_hz,ok,gitsha
138,2,16640,4096,13.680,8.544,60058.6,60000.0,1,2eb80be
139,3,16640,4096,13.696,8.832,64941.4,65000.0,1,2eb80be
140,0,16640,4096,12.304,7.392,70068.4,70000.0,1,2eb80be
141,1,16640,4096,12.592,7.552,74951.2,75000.0,1,2eb80be
142,2,16640,4096,12.096,7.200,80078.1,80000.0,1,2eb80be
143,3,16640,4096,14.256,9.248,84960.9,85000.0,1,2eb80be
144,0,16640,4096,12.864,7.776,10009.8,10000.0,1,2eb80be
145,1,16640,4096,12.544,7.840,14892.6,15000.0,1,2eb80be
146,2,16640,4096,12.304,7.552,20019.5,20000.0,1,2eb80be
147,3,16640,4096,12.304,7.296,24902.3,25000.0,1,2eb80be
148,0,16640,4096,12.832,7.584,30029.3,30000.0,1,2eb80be
149,1,16640,4096,14.768,9.344,34912.1,35000.0,1,2eb80be
150,2,16640,4096,12.096,7.264,40039.1,40000.0,1,2eb80be
151,3,16640,4096,13.920,8.928,44921.9,45000.0,1,2eb80be
152,0,16640,4096,13.744,8.896,50048.8,50000.0,1,2eb80be
153,1,16640,4096,12.352,7.360,54931.6,55000.0,1,2eb80be
154,2,16640,4096,11.984,7.136,60058.6,60000.0,1,2eb80be
155,3,16640,4096,13.808,8.800,64941.4,65000.0,1,2eb80be
156,0,16640,4096,13.440,8.544,70068.4,70000.0,1,2eb80be
157,1,16640,4096,12.081,7.328,74951.2,75000.0,1,2eb80be
158,2,16640,4096,14.016,9.024,80078.1,80000.0,1,2eb80be
159,3,16640,4096,12.464,7.328,84960.9,85000.0,1,2eb80be
160,0,16640,4096,13.536,8.640,10009.8,10000.0,1,2eb80be
161,1,16640,4096,13.952,8.960,14892.6,15000.0,1,2eb80be
162,2,16640,4096,12.240,7.200,20019.5,20000.0,1,2eb80be
163,3,16640,4096,12.336,7.360,24902.3,25000.0,1,2eb80be
164,0,16640,4096,12.432,7.520,30029.3,30000.0,1,2eb80be
165,1,16640,4096,13.600,8.576,34912.1,35000.0,1,2eb80be
166,2,16640,4096,12.592,7.520,40039.1,40000.0,1,2eb80be
167,3,16640,4096,12.640,7.680,44921.9,45000.0,1,2eb80be
168,0,16640,4096,13.040,7.904,50048.8,50000.0,1,2eb80be
169,1,16640,4096,14.128,9.120,54931.6,55000.0,1,2eb80be
170,2,16640,4096,12.144,7.360,60058.6,60000.0,1,2eb80be
171,3,16640,4096,11.968,7.200,64941.4,65000.0,1,2eb80be
172,0,16640,4096,12.320,7.360,70068.4,70000.0,1,2eb80be
173,1,16640,4096,12.208,7.296,74951.2,75000.0,1,2eb80be
174,2,16640,4096,13.056,8.128,80078.1,80000.0,1,2eb80be
175,3,16640,4096,14.192,9.088,84960.9,85000.0,1,2eb80be
176,0,16640,4096,12.400,7.552,10009.8,10000.0,1,2eb80be
177,1,16640,4096,13.280,8.448,14892.6,15000.0,1,2eb80be
178,2,16640,4096,12.240,7.104,20019.5,20000.0,1,2eb80be
179,3,16640,4096,12.816,7.808,24902.3,25000.0,1,2eb80be
180,0,16640,4096,13.776,8.544,30029.3,30000.0,1,2eb80be
181,1,16640,4096,12.144,7.104,34912.1,35000.0,1,2eb80be
182,2,16640,4096,12.384,7.424,40039.1,40000.0,1,2eb80be
183,3,16640,4096,14.080,8.768,44921.9,45000.0,1,2eb80be
184,0,16640,4096,13.856,8.896,50048.8,50000.0,1,2eb80be
185,1,16640,4096,12.432,7.552,54931.6,55000.0,1,2eb80be
186,2,16640,4096,12.432,7.520,60058.6,60000.0,1,2eb80be
187,3,16640,4096,13.680,8.704,64941.4,65000.0,1,2eb80be
188,0,16640,4096,13.472,8.608,70068.4,70000.0,1,2eb80be
189,1,16640,4096,12.080,7.392,74951.2,75000.0,1,2eb80be
190,2,16640,4096,13.552,8.672,80078.1,80000.0,1,2eb80be
191,3,16640,4096,12.048,7.104,84960.9,85000.0,1,2eb80be
192,0,16640,4096,11.872,7.104,10009.8,10000.0,1,2eb80be
193,1,16640,4096,12.080,7.104,14892.6,15000.0,1,2eb80be
194,2,16640,4096,13.200,8.096,20019.5,20000.0,1,2eb80be
195,3,16640,4096,13.984,9.056,24902.3,25000.0,1,2eb80be
196,0,16640,4096,12.160,7.360,30029.3,30000.0,1,2eb80be
197,1,16640,4096,13.489,8.640,34912.1,35000.0,1,2eb80be
198,2,16640,4096,13.792,8.800,40039.1,40000.0,1,2eb80be
199,3,16640,4096,12.320,7.520,44921.9,45000.0,1,2eb80be
200,0,16640,4096,12.256,7.328,50048.8,50000.0,1,2eb80be
201,1,16640,4096,12.416,7.648,54931.6,55000.0,1,2eb80be
202,2,16640,4096,11.808,7.136,60058.6,60000.0,1,2eb80be
203,3,16640,4096,13.456,8.672,64941.4,65000.0,1,2eb80be
204,0,16640,4096,13.808,8.992,70068.4,70000.0,1,2eb80be
205,1,16640,4096,12.240,6.496,74951.2,75000.0,1,2eb80be
206,2,16640,4096,14.448,9.248,80078.1,80000.0,1,2eb80be
207,3,16640,4096,12.176,7.392,84960.9,85000.0,1,2eb80be
208,0,16640,4096,12.256,7.200,10009.8,10000.0,1,2eb80be
209,1,16640,4096,12.592,7.712,14892.6,15000.0,1,2eb80be
210,2,16640,4096,13.952,9.024,20019.5,20000.0,1,2eb80be
211,3,16640,4096,13.008,7.904,24902.3,25000.0,1,2eb80be
212,0,16640,4096,14.224,9.344,30029.3,30000.0,1,2eb80be
213,1,16640,4096,12.320,7.136,34912.1,35000.0,1,2eb80be
214,2,16640,4096,12.336,7.456,40039.1,40000.0,1,2eb80be
215,3,16640,4096,12.400,7.360,44921.9,45000.0,1,2eb80be
216,0,16640,4096,12.640,7.712,50048.8,50000.0,1,2eb80be
217,1,16640,4096,14.128,9.152,54931.6,55000.0,1,2eb80be
218,2,16640,4096,12.465,7.360,60058.6,60000.0,1,2eb80be
219,3,16640,4096,13.104,8.128,64941.4,65000.0,1,2eb80be
220,0,16640,4096,12.576,7.552,70068.4,70000.0,1,2eb80be
221,1,16640,4096,15.120,9.280,74951.2,75000.0,1,2eb80be
222,2,16640,4096,13.296,8.192,80078.1,80000.0,1,2eb80be
223,3,16640,4096,12.528,7.584,84960.9,85000.0,1,2eb80be
224,0,16640,4096,12.624,7.616,10009.8,10000.0,1,2eb80be
225,1,16640,4096,11.824,7.040,14892.6,15000.0,1,2eb80be
226,2,16640,4096,12.096,7.136,20019.5,20000.0,1,2eb80be
227,3,16640,4096,13.664,8.608,24902.3,25000.0,1,2eb80be
228,0,16640,4096,12.336,7.488,30029.3,30000.0,1,2eb80be
229,1,16640,4096,12.128,7.136,34912.1,35000.0,1,2eb80be
230,2,16640,4096,12.240,7.232,40039.1,40000.0,1,2eb80be
231,3,16640,4096,12.720,7.424,44921.9,45000.0,1,2eb80be
232,0,16640,4096,13.536,8.576,50048.8,50000.0,1,2eb80be
233,1,16640,4096,13.840,8.832,54931.6,55000.0,1,2eb80be
234,2,16640,4096,12.256,7.360,60058.6,60000.0,1,2eb80be
235,3,16640,4096,12.496,7.488,64941.4,65000.0,1,2eb80be
236,0,16640,4096,13.600,8.640,70068.4,70000.0,1,2eb80be
237,1,16640,4096,12.592,7.584,74951.2,75000.0,1,2eb80be
238,2,16640,4096,12.160,7.136,80078.1,80000.0,1,2eb80be
239,3,16640,4096,12.320,7.360,84960.9,85000.0,1,2eb80be
240,0,16640,4096,12.576,7.648,10009.8,10000.0,1,2eb80be
241,1,16640,4096,12.560,7.712,14892.6,15000.0,1,2eb80be
242,2,16640,4096,13.856,8.864,20019.5,20000.0,1,2eb80be
243,3,16640,4096,12.656,7.904,24902.3,25000.0,1,2eb80be
244,0,16640,4096,14.288,9.280,30029.3,30000.0,1,2eb80be
245,1,16640,4096,13.008,7.648,34912.1,35000.0,1,2eb80be
246,2,16640,4096,13.216,8.256,40039.1,40000.0,1,2eb80be
247,3,16640,4096,12.816,7.616,44921.9,45000.0,1,2eb80be
248,0,16640,4096,12.240,7.264,50048.8,50000.0,1,2eb80be
249,1,16640,4096,12.416,7.328,54931.6,55000.0,1,2eb80be
250,2,16640,4096,12.880,7.872,60058.6,60000.0,1,2eb80be
251,3,16640,4096,12.688,7.616,64941.4,65000.0,1,2eb80be
252,0,16640,4096,12.160,7.296,70068.4,70000.0,1,2eb80be
253,1,16640,4096,13.632,8.736,74951.2,75000.0,1,2eb80be
254,2,16640,4096,13.616,8.608,80078.1,80000.0,1,2eb80be
255,3,16640,4096,13.600,8.704,84960.9,85000.0,1,2eb80be
256,0,16640,4096,12.208,7.264,10009.8,10000.0,1,2eb80be
257,1,16640,4096,12.432,7.424,14892.6,15000.0,1,2eb80be
258,2,16640,4096,12.080,7.104,20019.5,20000.0,1,2eb80be
259,3,16640,4096,12.384,7.488,24902.3,25000.0,1,2eb80be
260,0,16640,4096,12.192,7.136,30029.3,30000.0,1,2eb80be
261,1,16640,4096,12.768,7.296,34912.1,35000.0,1,2eb80be
