e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers
25.664,11.296,7.008,1.59601e+08,38965.1,638.404,0.112294,0,4096,0
24.608,10.784,5.344,1.6645e+08,40637.2,665.8,0.112294,0,4096,0
21.536,8.768,5.6,1.90193e+08,46433.9,760.773,0.112294,0,4096,0
22.928,9.984,5.248,1.78646e+08,43614.8,714.585,0.112294,0,4096,0
25.168,10.976,6.976,1.62746e+08,39733,650.985,0.112294,0,4096,0
25.152,10.88,6.88,1.6285e+08,39758.3,651.399,0.112294,0,4096,0
22.384,9.92,5.376,1.82988e+08,44674.8,731.951,0.112294,0,4096,0
23.472,9.088,7.104,1.74506e+08,42604,698.023,0.112294,0,4096,0
22.704,9.6,5.792,1.80409e+08,44045.1,721.635,0.112294,0,4096,0
24.096,9.568,5.28,1.69987e+08,41500.7,679.947,0.112294,0,4096,0
23.216,8.864,7.072,1.7643e+08,43073.7,705.72,0.112294,0,4096,0
24.976,10.88,7.04,1.63997e+08,40038.4,655.99,0.112294,0,4096,0
23.936,8.768,5.184,1.71123e+08,41778.1,684.492,0.112294,0,4096,0
23.2,10.528,5.504,1.76552e+08,43103.4,706.207,0.112294,0,4096,0
22.816,8.416,7.2,1.79523e+08,43828.9,718.093,0.112294,0,4096,0
24.272,10.144,6.528,1.68754e+08,41199.7,675.016,0.112294,0,4096,0
21.104,8.864,5.248,1.94086e+08,47384.4,776.346,0.112294,0,4096,0
22.128,9.888,5.216,1.85105e+08,45191.6,740.419,0.112294,0,4096,0
27.2,11.264,7.008,1.50588e+08,36764.7,602.353,0.112294,0,4096,0
24.72,8.512,5.216,1.65696e+08,40453.1,662.783,0.112294,0,4096,0
22.192,9.408,5.632,1.84571e+08,45061.3,738.284,0.112294,0,4096,0
21.152,8.736,5.536,1.93646e+08,47276.9,774.584,0.112294,0,4096,0
22.032,9.248,5.6,1.85911e+08,45388.5,743.646,0.112294,0,4096,0
27.152,10.912,5.76,1.50854e+08,36829.7,603.418,0.112294,0,4096,0
24.144,9.728,7.232,1.69649e+08,41418.2,678.595,0.112294,0,4096,0
