e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers,wire_latency_us
360.625,330.496,15.776,9.08645e+07,2772.96,363.458,1.29231,0,32768,0,76.769
380.77,350.048,16.16,8.60572e+07,2626.26,344.229,1.29231,0,32768,0,40.88
285.458,254.56,16.768,1.14791e+08,3503.14,459.164,1.29231,0,32768,0,75.408
507.954,475.904,17.28,6.45098e+07,1968.68,258.039,1.29231,0,32768,0,82.001
672.355,641.664,16.672,4.87362e+07,1487.31,194.945,1.29231,0,32768,0,109.728
303.666,272.832,16.96,1.07908e+08,3293.09,431.632,1.29231,0,32768,0,280.465
238.769,208,15.776,1.37237e+08,4188.15,548.949,1.29231,0,32768,0,105.281
56.304,25.056,17.792,5.81984e+08,17760.7,2327.93,1.29231,0,32768,0,68.272
360.786,330.592,17.376,9.08239e+07,2771.73,363.296,1.29231,0,32768,0,72.976
371.666,337.888,18.56,8.81652e+07,2690.59,352.661,1.98623,0,32768,0,184.993
174.129,143.552,17.472,1.88182e+08,5742.87,752.729,1.98623,0,32768,0,73.136
375.442,344.384,17.504,8.72785e+07,2663.53,349.114,1.98623,0,32768,0,44.016
360.433,331.488,15.808,9.09129e+07,2774.44,363.651,1.98623,0,32768,0,74.945
362.77,331.968,16.864,9.03272e+07,2756.57,361.309,1.98623,0,32768,0,84.672
362.114,331.52,16.288,9.04908e+07,2761.56,361.963,1.98623,0,32768,0,45.44
374.689,344.672,16.64,8.74539e+07,2668.88,349.815,1.98623,0,32768,0,57.761
187.553,157.152,17.28,1.74713e+08,5331.83,698.853,1.98623,0,32768,0,92.096
169.105,138.24,16.544,1.93773e+08,5913.49,775.092,1.98623,0,32768,0,73.28
54.8,23.456,16.8,5.97956e+08,18248.2,2391.82,1.98623,0,32768,0,54.273
374.434,343.392,17.728,8.75134e+07,2670.7,350.054,1.98623,0,32768,0,45.984
362.29,331.456,17.408,9.04469e+07,2760.22,361.788,1.98623,0,32768,0,85.088
369.649,339.552,16.384,8.86463e+07,2705.27,354.585,1.98623,0,32768,0,40.177
362.53,331.872,16.832,9.0387e+07,2758.39,361.548,1.98623,0,32768,0,72.72
370.402,340,16.928,8.8466e+07,2699.77,353.864,1.98623,0,32768,0,85.424
361.826,331.104,16.448,9.05629e+07,2763.76,362.251,1.98623,0,32768,0,44.928
188.017,158.24,16.992,1.74282e+08,5318.67,697.128,1.98623,0,32768,0,56.593
55.472,23.296,17.984,5.90712e+08,18027.1,2362.85,1.98623,0,32768,0,51.44
98.849,62.72,20.32,3.31496e+08,10116.4,1325.98,1.98623,0,32768,0,45.84
235.121,202.848,17.376,1.39367e+08,4253.13,557.466,1.98623,0,32768,0,43.713
511.987,474.336,17.92,6.40016e+07,1953.17,256.007,1.58898,0,32768,0,70.512
663.475,632.512,16.544,4.93884e+07,1507.22,197.554,1.58898,0,32768,0,112.033
663.283,633.024,16.256,4.94027e+07,1507.65,197.611,1.58898,0,32768,0,276.754
146.801,116.672,16.064,2.23214e+08,6811.94,892.855,1.58898,0,32768,0,457.234
387.249,356.832,16.928,8.46174e+07,2582.32,338.47,1.58898,0,32768,0,105.953
303.249,270.912,17.568,1.08056e+08,3297.62,432.226,1.58898,0,32768,0,87.713
242.673,210.912,18.4,1.35029e+08,4120.77,540.118,1.58898,0,32768,0,42.256
218.593,187.648,16.448,1.49904e+08,4574.71,599.617,1.58898,0,32768,0,91.936
55.153,23.968,17.952,5.94129e+08,18131.4,2376.52,1.58898,0,32768,0,40.688
156.033,123.296,17.952,2.10007e+08,6408.9,840.027,1.58898,0,32768,0,56.592
383.042,350.592,17.632,8.55468e+07,2610.68,342.187,1.58898,0,32768,0,78.912
379.442,347.68,17.472,8.63584e+07,2635.45,345.434,1.58898,0,32768,0,57.456
