seq,slot,bytes,npts,e2e_us,fft_us,peak_hz,expect_hz,ok,gitsha
386,2,16640,4096,14.576,9.440,20019.5,20000.0,1,2eb80be
387,3,16640,4096,14.640,9.376,24902.3,25000.0,1,2eb80be
388,0,16640,4096,14.192,9.088,30029.3,30000.0,1,2eb80be
389,1,16640,4096,16.416,11.168,34912.1,35000.0,1,2eb80be
390,2,16640,4096,14.336,9.408,40039.1,40000.0,1,2eb80be
391,3,16640,4096,15.888,10.880,44921.9,45000.0,1,2eb80be
392,0,16640,4096,15.568,10.688,50048.8,50000.0,1,2eb80be
393,1,16640,4096,15.600,10.496,54931.6,55000.0,1,2eb80be
394,2,16640,4096,14.608,9.280,60058.6,60000.0,1,2eb80be
395,3,16640,4096,16.512,10.592,64941.4,65000.0,1,2eb80be
396,0,16640,4096,15.872,9.728,70068.4,70000.0,1,2eb80be
397,1,16640,4096,16.801,11.552,74951.2,75000.0,1,2eb80be
398,2,16640,4096,14.000,9.184,80078.1,80000.0,1,2eb80be
399,3,16640,4096,15.424,9.440,84960.9,85000.0,1,2eb80be
400,0,16640,4096,15.744,9.760,10009.8,10000.0,1,2eb80be
401,1,16640,4096,14.384,9.216,14892.6,15000.0,1,2eb80be
402,2,16640,4096,13.984,8.992,20019.5,20000.0,1,2eb80be
403,3,16640,4096,14.768,9.472,24902.3,25000.0,1,2eb80be
404,0,16640,4096,15.376,10.208,30029.3,30000.0,1,2eb80be
405,1,16640,4096,14.816,9.792,34912.1,35000.0,1,2eb80be
406,2,16640,4096,14.544,9.440,40039.1,40000.0,1,2eb80be
407,3,16640,4096,14.496,9.408,44921.9,45000.0,1,2eb80be
408,0,16640,4096,14.464,9.440,50048.8,50000.0,1,2eb80be
409,1,16640,4096,14.912,9.888,54931.6,55000.0,1,2eb80be
410,2,16640,4096,14.784,9.440,60058.6,60000.0,1,2eb80be
411,3,16640,4096,14.832,9.760,64941.4,65000.0,1,2eb80be
412,0,16640,4096,14.096,9.248,70068.4,70000.0,1,2eb80be
413,1,16640,4096,16.336,11.104,74951.2,75000.0,1,2eb80be
414,2,16640,4096,14.128,8.960,80078.1,80000.0,1,2eb80be
415,3,16640,4096,14.400,9.440,84960.9,85000.0,1,2eb80be
416,0,16640,4096,15.745,10.528,10009.8,10000.0,1,2eb80be
417,1,16640,4096,14.352,9.696,14892.6,15000.0,1,2eb80be
418,2,16640,4096,16.224,10.976,20019.5,20000.0,1,2eb80be
419,3,16640,4096,15.328,9.952,24902.3,25000.0,1,2eb80be
420,0,16640,4096,15.552,9.376,30029.3,30000.0,1,2eb80be
421,1,16640,4096,16.528,10.208,34912.1,35000.0,1,2eb80be
422,2,16640,4096,15.808,10.368,40039.1,40000.0,1,2eb80be
423,3,16640,4096,15.440,9.440,44921.9,45000.0,1,2eb80be
424,0,16640,4096,15.888,10.656,50048.8,50000.0,1,2eb80be
425,1,16640,4096,16.416,10.336,54931.6,55000.0,1,2eb80be
426,2,16640,4096,15.968,10.176,60058.6,60000.0,1,2eb80be
427,3,16640,4096,14.560,9.824,64941.4,65000.0,1,2eb80be
428,0,16640,4096,14.640,9.664,70068.4,70000.0,1,2eb80be
429,1,16640,4096,16.288,10.368,74951.2,75000.0,1,2eb80be
430,2,16640,4096,18.448,12.864,80078.1,80000.0,1,2eb80be
431,3,16640,4096,16.384,10.272,84960.9,85000.0,1,2eb80be
432,0,16640,4096,15.792,9.664,10009.8,10000.0,1,2eb80be
433,1,16640,4096,16.128,10.944,14892.6,15000.0,1,2eb80be
434,2,16640,4096,15.040,10.432,20019.5,20000.0,1,2eb80be
435,3,16640,4096,16.288,10.176,24902.3,25000.0,1,2eb80be
436,0,16640,4096,16.064,10.208,30029.3,30000.0,1,2eb80be
437,1,16640,4096,14.800,9.632,34912.1,35000.0,1,2eb80be
438,2,16640,4096,15.472,10.368,40039.1,40000.0,1,2eb80be
439,3,16640,4096,15.872,11.040,44921.9,45000.0,1,2eb80be
440,0,16640,4096,15.344,10.016,50048.8,50000.0,1,2eb80be
441,1,16640,4096,15.568,10.720,54931.6,55000.0,1,2eb80be
442,2,16640,4096,15.424,9.664,60058.6,60000.0,1,2eb80be
443,3,16640,4096,15.424,9.504,64941.4,65000.0,1,2eb80be
444,0,16640,4096,15.328,10.304,70068.4,70000.0,1,2eb80be
445,1,16640,4096,16.257,11.040,74951.2,75000.0,1,2eb80be
446,2,16640,4096,14.912,9.952,80078.1,80000.0,1,2eb80be
447,3,16640,4096,16.192,10.080,84960.9,85000.0,1,2eb80be
448,0,16640,4096,16.080,10.048,10009.8,10000.0,1,2eb80be
449,1,16640,4096,16.624,11.264,14892.6,15000.0,1,2eb80be
450,2,16640,4096,13.792,9.056,20019.5,20000.0,1,2eb80be
451,3,16640,4096,15.840,9.856,24902.3,25000.0,1,2eb80be
452,0,16640,4096,16.384,10.368,30029.3,30000.0,1,2eb80be
453,1,16640,4096,14.976,9.280,34912.1,35000.0,1,2eb80be
454,2,16640,4096,15.345,9.920,40039.1,40000.0,1,2eb80be
455,3,16640,4096,15.008,10.080,44921.9,45000.0,1,2eb80be
456,0,16640,4096,16.400,10.464,50048.8,50000.0,1,2eb80be
457,1,16640,4096,14.480,9.728,54931.6,55000.0,1,2eb80be
458,2,16640,4096,16.560,11.200,60058.6,60000.0,1,2eb80be
459,3,16640,4096,15.376,9.664,64941.4,65000.0,1,2eb80be
460,0,16640,4096,16.048,9.856,70068.4,70000.0,1,2eb80be
461,1,16640,4096,16.560,10.432,74951.2,75000.0,1,2eb80be
462,2,16640,4096,15.808,10.592,80078.1,80000.0,1,2eb80be
463,3,16640,4096,15.280,10.528,84960.9,85000.0,1,2eb80be
464,0,16640,4096,16.464,10.400,10009.8,10000.0,1,2eb80be
465,1,16640,4096,16.128,10.240,14892.6,15000.0,1,2eb80be
466,2,16640,4096,14.896,9.760,20019.5,20000.0,1,2eb80be
467,3,16640,4096,14.480,9.376,24902.3,25000.0,1,2eb80be
468,0,16640,4096,14.480,9.216,30029.3,30000.0,1,2eb80be
469,1,16640,4096,14.704,9.472,34912.1,35000.0,1,2eb80be
470,2,16640,4096,14.592,9.664,40039.1,40000.0,1,2eb80be
471,3,16640,4096,14.544,9.472,44921.9,45000.0,1,2eb80be
472,0,16640,4096,15.409,10.368,50048.8,50000.0,1,2eb80be
473,1,16640,4096,16.272,10.272,54931.6,55000.0,1,2eb80be
474,2,16640,4096,15.520,9.632,60058.6,60000.0,1,2eb80be
475,3,16640,4096,15.552,9.728,64941.4,65000.0,1,2eb80be
476,0,16640,4096,14.432,9.248,70068.4,70000.0,1,2eb80be
477,1,16640,4096,15.232,10.016,74951.2,75000.0,1,2eb80be
478,2,16640,4096,14.976,9.728,80078.1,80000.0,1,2eb80be
479,3,16640,4096,14.640,9.440,84960.9,85000.0,1,2eb80be
480,0,16640,4096,15.392,9.984,10009.8,10000.0,1,2eb80be
481,1,16640,4096,16.496,11.328,14892.6,15000.0,1,2eb80be
482,2,16640,4096,16.160,11.168,20019.5,20000.0,1,2eb80be
483,3,16640,4096,14.640,9.632,24902.3,25000.0,1,2eb80be
484,0,16640,4096,14.672,9.728,30029.3,30000.0,1,2eb80be
485,1,16640,4096,16.320,11.232,34912.1,35000.0,1,2eb80be
486,2,16640,4096,15.008,9.600,40039.1,40000.0,1,2eb80be
487,3,16640,4096,16.432,10.496,44921.9,45000.0,1,2eb80be
488,0,16640,4096,15.568,9.536,50048.8,50000.0,1,2eb80be
489,1,16640,4096,16.288,11.136,54931.6,55000.0,1,2eb80be
490,2,16640,4096,14.576,9.536,60058.6,60000.0,1,2eb80be
491,3,16640,4096,15.985,10.752,64941.4,65000.0,1,2eb80be
492,0,16640,4096,15.680,10.816,70068.4,70000.0,1,2eb80be
493,1,16640,4096,15.040,9.344,74951.2,75000.0,1,2eb80be
494,2,16640,4096,14.144,9.056,80078.1,80000.0,1,2eb80be
495,3,16640,4096,19.152,13.888,84960.9,85000.0,1,2eb80be
496,0,16640,4096,15.424,9.440,10009.8,10000.0,1,2eb80be
497,1,16640,4096,16.112,11.264,14892.6,15000.0,1,2eb80be
498,2,16640,4096,15.104,9.920,20019.5,20000.0,1,2eb80be
499,3,16640,4096,15.136,9.920,24902.3,25000.0,1,2eb80be
