e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers,wire_latency_us
40.208,21.728,8.896,4.07481e+08,24870.7,1629.92,0.952381,0,16384,0,0
40.448,22.24,8.576,4.05063e+08,24723.1,1620.25,0.952381,0,16384,0,0
40.048,22.112,8.352,4.09109e+08,24970,1636.44,0.952381,0,16384,0,0
40.032,21.888,8.48,4.09273e+08,24980,1637.09,0.952381,0,16384,0,0
41.168,22.624,8.96,3.97979e+08,24290.7,1591.92,0.952381,0,16384,0,0
39.696,21.344,8.576,4.12737e+08,25191.5,1650.95,0.952381,0,16384,0,0
43.984,22.88,8.8,3.72499e+08,22735.5,1490,0.952381,0,16384,0,0
39.584,22.56,7.296,4.13905e+08,25262.7,1655.62,0.952381,0,16384,0,0
121.905,102.368,11.104,1.344e+08,8203.11,537.599,0.761905,0,16384,0,0
187.264,149.728,25.024,8.74915e+07,5340.05,349.966,0.761905,0,16384,0,0
32.032,12.704,9.856,5.11489e+08,31218.8,2045.95,0.761905,0,16384,0,0
45.024,26.4,9.344,3.63895e+08,22210.4,1455.58,0.761905,0,16384,0,0
42.464,23.264,8.96,3.85833e+08,23549.4,1543.33,0.761905,0,16384,0,0
40.544,21.504,8.832,4.04104e+08,24664.6,1616.42,0.761905,0,16384,0,0
41.472,22.72,8.96,3.95062e+08,24112.7,1580.25,0.761905,0,16384,0,0
40.752,22.368,8.576,4.02042e+08,24538.7,1608.17,0.761905,0,16384,0,0
40.544,21.984,8.736,4.04104e+08,24664.6,1616.42,0.761905,0,16384,0,0
40.864,22.336,8.704,4.0094e+08,24471.4,1603.76,0.761905,0,16384,0,0
40.512,22.08,8.576,4.04423e+08,24684,1617.69,0.761905,0,16384,0,0
42.848,24.032,8.48,3.82375e+08,23338.3,1529.5,0.761905,0,16384,0,0
40.784,21.92,9.12,4.01726e+08,24519.4,1606.9,0.761905,0,16384,0,0
41.217,22.016,9.664,3.97506e+08,24261.8,1590.02,0.761905,0,16384,0,0
41.696,23.328,8.544,3.92939e+08,23983.1,1571.76,0.761905,0,16384,0,0
39.728,21.44,8.768,4.12404e+08,25171.2,1649.62,0.761905,0,16384,0,0
39.345,20.896,8.832,4.16419e+08,25416.2,1665.68,0.761905,0,16384,0,0
42.992,22.24,8.576,3.81094e+08,23260.1,1524.38,0.761905,0,16384,0,0
41.664,23.072,8.928,3.93241e+08,24001.5,1572.96,0.761905,0,16384,0,0
40.337,22.048,8.672,4.06178e+08,24791.1,1624.71,0.761905,0,16384,0,0
42.08,22.88,9.056,3.89354e+08,23764.3,1557.41,0.761905,0,16384,0,0
40.048,21.856,8.64,4.09109e+08,24970,1636.44,0.761905,0,16384,0,0
39.889,22.912,7.328,4.1074e+08,25069.6,1642.96,0.609524,0,16384,0,0
40.528,21.984,8.8,4.04264e+08,24674.3,1617.05,0.609524,0,16384,0,0
40.928,21.952,9.152,4.00313e+08,24433.2,1601.25,0.609524,0,16384,0,0
39.761,21.728,8.416,4.12062e+08,25150.3,1648.25,0.609524,0,16384,0,0
41.696,22.752,8.896,3.92939e+08,23983.1,1571.76,0.609524,0,16384,0,0
42.864,24.064,8.768,3.82232e+08,23329.6,1528.93,0.609524,0,16384,0,0
40.129,22.016,8.448,4.08283e+08,24919.6,1633.13,0.609524,0,16384,0,0
40.16,21.632,8.896,4.07968e+08,24900.4,1631.87,0.609524,0,16384,0,0
39.632,21.504,8.544,4.13403e+08,25232.1,1653.61,0.609524,0,16384,0,0
40.416,22.592,8.16,4.05384e+08,24742.7,1621.54,0.609524,0,16384,0,0
40.4,21.76,9.056,4.05545e+08,24752.5,1622.18,0.609524,0,16384,0,0
39.776,21.696,8.192,4.11907e+08,25140.8,1647.63,0.609524,0,16384,0,0
40.816,22.176,8.928,4.01411e+08,24500.2,1605.64,0.609524,0,16384,0,0
40.416,21.824,9.088,4.05384e+08,24742.7,1621.54,0.609524,0,16384,0,0
40.608,22.432,8.416,4.03467e+08,24625.7,1613.87,0.609524,0,16384,0,0
39.952,21.632,8.608,4.10092e+08,25030,1640.37,0.609524,0,16384,0,0
43.712,22.176,8.832,3.74817e+08,22877,1499.27,0.609524,0,16384,0,0
39.792,21.696,8.416,4.11741e+08,25130.7,1646.96,0.609524,0,16384,0,0
41.137,22.4,8.96,3.98279e+08,24309,1593.12,0.609524,0,16384,0,0
