e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers,wire_latency_us
26.624,0,15.296,1.23077e+09,37560.1,4923.08,0.952381,0,32768,0,80.176
26.864,0,15.424,1.21977e+09,37224.5,4879.09,0.952381,0,32768,0,62.304
25.36,0,14.72,1.29211e+09,39432.2,5168.45,0.952381,0,32768,0,45.424
25.792,0,14.592,1.27047e+09,38771.7,5081.89,0.952381,0,32768,0,65.312
25.648,0,14.72,1.2776e+09,38989.4,5110.42,0.952381,0,32768,0,44.753
27.504,0,16.832,1.19139e+09,36358.3,4765.56,0.952381,0,32768,0,88.384
25.344,0,14.656,1.29293e+09,39457.1,5171.72,0.952381,0,32768,0,55.136
25.488,0,14.816,1.28562e+09,39234.1,5142.5,0.952381,0,32768,0,93.008
29.072,0,16.576,1.12713e+09,34397.4,4508.53,0.952381,0,32768,0,59.712
29.296,0,16.384,1.11851e+09,34134.4,4474.06,0.761905,0,32768,0,62.769
30.096,0,17.632,1.08878e+09,33227,4355.13,0.761905,0,32768,0,45.072
25.408,0,14.688,1.28967e+09,39357.7,5158.69,0.761905,0,32768,0,88.816
24.976,0,14.528,1.31198e+09,40038.4,5247.92,0.761905,0,32768,0,55.904
26.496,0,15.584,1.23671e+09,37741.5,4946.86,0.761905,0,32768,0,87.328
25.025,0,14.208,1.30941e+09,39960,5237.64,0.761905,0,32768,0,54.912
30.128,0,19.584,1.08763e+09,33191.7,4350.5,0.761905,0,32768,0,88.56
25.072,0,14.624,1.30696e+09,39885.1,5227.82,0.761905,0,32768,0,61.152
26.4,0,15.936,1.24121e+09,37878.8,4964.85,0.761905,0,32768,0,90.913
26.416,0,15.456,1.24046e+09,37855.8,4961.84,0.761905,0,32768,0,54.56
26.816,0,15.904,1.22196e+09,37291.2,4887.83,0.761905,0,32768,0,93.041
25.52,0,14.656,1.28401e+09,39185,5136.05,0.761905,0,32768,0,82.464
25.264,0,14.624,1.29702e+09,39582,5188.09,0.761905,0,32768,0,45.632
24.977,0,14.816,1.31193e+09,40036.8,5247.71,0.761905,0,32768,0,46.512
26.496,0,15.744,1.23671e+09,37741.5,4946.86,0.761905,0,32768,0,82.24
27.856,0,17.056,1.17634e+09,35898.9,4705.34,0.761905,0,32768,0,65.04
25.68,0,14.944,1.27601e+09,38940.8,5104.05,0.761905,0,32768,0,99.088
26.704,0,15.744,1.22708e+09,37447.6,4908.33,0.761905,0,32768,0,84.336
32,0,18.72,1.024e+09,31250,4096,0.761905,0,32768,0,52.592
27.04,0,15.424,1.21183e+09,36982.2,4847.34,0.761905,0,32768,0,45.664
30.304,0,16.672,1.08131e+09,32998.9,4325.24,2.51429,0,32768,0,89.152
27.984,0,16.384,1.17095e+09,35734.7,4683.82,2.51429,0,32768,0,77.633
25.536,0,14.464,1.28321e+09,39160.4,5132.83,2.51429,0,32768,0,46.112
24.752,0,14.24,1.32385e+09,40400.8,5295.41,2.51429,0,32768,0,94.192
26,0,14.88,1.26031e+09,38461.5,5041.23,2.51429,0,32768,0,63.425
26.544,0,16.224,1.23448e+09,37673.3,4937.91,2.51429,0,32768,0,47.04
25.505,0,15.04,1.28477e+09,39208,5139.07,2.51429,0,32768,0,85.152
25.936,0,15.264,1.26342e+09,38556.4,5053.67,2.51429,0,32768,0,75.92
26.752,0,16.16,1.22488e+09,37380.4,4899.52,2.51429,0,32768,0,45.552
25.056,0,14.272,1.30779e+09,39910.6,5231.16,2.51429,0,32768,0,99.969
25.568,0,14.016,1.2816e+09,39111.4,5126.41,2.51429,0,32768,0,64.416
27.872,0,16.768,1.17566e+09,35878.3,4702.64,2.51429,0,32768,0,46.48
25.072,0,14.4,1.30696e+09,39885.1,5227.82,2.51429,0,32768,0,85.425
25.36,0,14.624,1.29211e+09,39432.2,5168.45,2.51429,0,32768,0,67.984
25.2,0,14.72,1.30032e+09,39682.5,5201.27,2.51429,0,32768,0,45.568
24.864,0,14.528,1.31789e+09,40218.8,5271.56,2.51429,0,32768,0,95.152
24.56,0,14.112,1.3342e+09,40716.6,5336.81,2.51429,0,32768,0,62.544
24.656,0,13.952,1.32901e+09,40558.1,5316.03,2.51429,0,32768,0,44.816
26.08,0,15.488,1.25644e+09,38343.6,5025.77,2.51429,0,32768,0,80.64
26.864,0,15.776,1.21977e+09,37224.5,4879.09,2.51429,0,32768,0,56
29.84,0,17.184,1.09812e+09,33512.1,4392.49,2.51429,0,32768,0,45.953
27.472,0,15.712,1.19278e+09,36400.7,4771.11,2.01143,0,32768,0,46.064
25.552,0,14.944,1.2824e+09,39135.9,5129.62,2.01143,0,32768,0,85.792
26.16,0,15.488,1.2526e+09,38226.3,5010.4,2.01143,0,32768,0,75.713
26.16,0,15.296,1.2526e+09,38226.3,5010.4,2.01143,0,32768,0,45.664
25.201,0,14.688,1.30027e+09,39681,5201.06,2.01143,0,32768,0,95.68
25.344,0,14.944,1.29293e+09,39457.1,5171.72,2.01143,0,32768,0,60.944
24.64,0,14.176,1.32987e+09,40584.4,5319.48,2.01143,0,32768,0,45.296
24.928,0,14.112,1.31451e+09,40115.5,5258.02,2.01143,0,32768,0,82.017
25.952,0,15.296,1.26264e+09,38532.7,5050.55,2.01143,0,32768,0,68.656
24.928,0,14.656,1.31451e+09,40115.5,5258.02,2.01143,0,32768,0,45.792
26.512,0,15.904,1.23597e+09,37718.8,4943.87,2.01143,0,32768,0,98.017
25.408,0,14.688,1.28967e+09,39357.7,5158.69,2.01143,0,32768,0,64.448
25.216,0,14.592,1.29949e+09,39657.4,5197.97,2.01143,0,32768,0,47.168
25.488,0,14.848,1.28562e+09,39234.1,5142.5,2.01143,0,32768,0,81.344
27.168,0,16.512,1.20612e+09,36808,4824.5,2.01143,0,32768,0,61.024
26.881,0,15.584,1.219e+09,37201,4876.01,2.01143,0,32768,0,45.52
25.728,0,14.496,1.27363e+09,38868.2,5094.53,2.01143,0,32768,0,89.712
