e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers,wire_latency_us
37.264,17.376,8.416,1.09918e+08,26835.6,439.674,0.986074,0,4096,0,48.832
39.328,18.592,9.024,1.0415e+08,25427.2,416.599,0.986074,0,4096,0,6.096
39.056,18.112,9.216,1.04875e+08,25604.3,419.5,0.986074,0,4096,0,27.808
38.56,18.016,9.088,1.06224e+08,25933.6,424.896,0.986074,0,4096,0,48.72
37.408,18.848,7.2,1.09495e+08,26732.2,437.981,0.986074,0,4096,0,5.184
36.16,17.984,7.2,1.13274e+08,27654.9,453.097,0.986074,0,4096,0,24.224
134.912,116.96,7.584,3.03605e+07,7412.24,121.442,0.986074,0,4096,0,41.68
129.217,108.992,9.056,3.16986e+07,7738.92,126.794,0.986074,0,4096,0,22.032
130.464,110.88,8.32,3.13956e+07,7664.95,125.583,0.986074,0,4096,0,5.04
139.072,120.064,8.512,2.94524e+07,7190.52,117.809,0.986074,0,4096,0,46.688
141.521,118.656,12.48,2.89427e+07,7066.09,115.771,0.986074,0,4096,0,24.224
136.416,117.952,7.104,3.00258e+07,7330.52,120.103,0.986074,0,4096,0,5.217
130.992,110.784,8.544,3.12691e+07,7634.05,125.076,0.986074,0,4096,0,51.984
138.369,118.72,8.352,2.9602e+07,7227.05,118.408,0.986074,0,4096,0,21.664
134.369,115.744,8.064,3.04832e+07,7442.19,121.933,0.986074,0,4096,0,5.44
132.096,113.76,8.096,3.10078e+07,7570.25,124.031,0.986074,0,4096,0,49.008
131.904,114.144,7.584,3.10529e+07,7581.27,124.212,0.986074,0,4096,0,20.624
132.385,114.368,8.064,3.09401e+07,7553.73,123.76,0.986074,0,4096,0,5.408
131.968,113.536,8.224,3.10378e+07,7577.59,124.151,0.986074,0,4096,0,50.784
211.281,190.368,9.344,1.93865e+07,4733.03,77.546,1.78886,0,4096,0,21.344
155.553,136.96,8.032,2.63319e+07,6428.68,105.327,1.78886,0,4096,0,5.712
131.584,113.792,7.68,3.11284e+07,7599.71,124.514,1.78886,0,4096,0,5.248
133.504,115.136,8.096,3.06807e+07,7490.41,122.723,1.78886,0,4096,0,46.656
133.105,114.976,7.904,3.07727e+07,7512.87,123.091,1.78886,0,4096,0,21.072
130.576,112.096,8.224,3.13687e+07,7658.38,125.475,1.78886,0,4096,0,5.664
131.616,113.376,8,3.11208e+07,7597.86,124.483,1.78886,0,4096,0,46.016
38.064,19.488,7.296,1.07608e+08,26271.5,430.433,1.78886,0,4096,0,15.152
132.688,114.336,8.064,3.08694e+07,7536.48,123.478,1.78886,0,4096,0,34.88
132.288,112.576,9.472,3.09627e+07,7559.26,123.851,1.78886,0,4096,0,5.152
131.841,113.92,7.776,3.10677e+07,7584.89,124.271,1.78886,0,4096,0,46.272
131.473,113.088,8.128,3.11547e+07,7606.12,124.619,1.78886,0,4096,0,15.728
132.352,113.92,8.32,3.09478e+07,7555.61,123.791,1.78886,0,4096,0,57.568
43.968,23.328,9.024,9.31587e+07,22743.8,372.635,1.78886,0,4096,0,27.792
130.528,112.512,7.936,3.13802e+07,7661.19,125.521,1.78886,0,4096,0,51.217
131.6,112.704,8.928,3.11246e+07,7598.78,124.498,1.78886,0,4096,0,18.864
131.233,113.728,7.488,3.12117e+07,7620.03,124.847,1.78886,0,4096,0,59.392
131.217,112.992,8.16,3.12155e+07,7620.96,124.862,1.78886,0,4096,0,28.496
136.272,118.176,8.032,3.00575e+07,7338.26,120.23,1.78886,0,4096,0,5.072
45.12,24.928,8.736,9.07801e+07,22163.1,363.121,1.78886,0,4096,0,50.624
39.2,18.784,9.088,1.0449e+08,25510.2,417.959,1.78886,0,4096,0,5.184
131.28,113.536,7.616,3.12005e+07,7617.31,124.802,1.78886,0,4096,0,25.84
132.048,114.144,7.616,3.1019e+07,7573,124.076,1.78886,0,4096,0,5.072
167.265,142.72,10.688,2.44881e+07,5978.54,97.9524,1.43109,0,4096,0,42.96
141.008,120.576,8.832,2.9048e+07,7091.8,116.192,1.43109,0,4096,0,55.84
134.896,115.616,8.48,3.03641e+07,7413.12,121.457,1.43109,0,4096,0,40.832
133.361,115.2,7.68,3.07136e+07,7498.44,122.855,1.43109,0,4096,0,13.568
131.424,113.216,7.808,3.11663e+07,7608.96,124.665,1.43109,0,4096,0,58.593
132.208,113.792,8.224,3.09815e+07,7563.84,123.926,1.43109,0,4096,0,28.656
132.48,113.824,8.16,3.09179e+07,7548.31,123.671,1.43109,0,4096,0,5.424
131.632,113.952,7.296,3.11171e+07,7596.94,124.468,1.43109,0,4096,0,47.153
131.456,113.248,7.264,3.11587e+07,7607.11,124.635,1.43109,0,4096,0,16.144
