e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers,wire_latency_us
24.448,0,19.424,1.34031e+09,40903.1,5361.26,0,0,32768,0,0
21.504,0,16.544,1.52381e+09,46503,6095.24,0,0,32768,0,0
20.576,0,15.52,1.59253e+09,48600.3,6370.14,0,0,32768,0,0
19.472,0,14.528,1.68283e+09,51355.8,6731.31,0,0,32768,0,0
20.88,0,15.84,1.56935e+09,47892.7,6277.39,0,0,32768,0,0
21.344,0,16.288,1.53523e+09,46851.6,6140.93,0,0,32768,0,0
21.136,0,15.968,1.55034e+09,47312.6,6201.36,0,0,32768,0,0
21.04,0,16.096,1.55741e+09,47528.5,6229.66,0,0,32768,0,0
19.232,0,14.432,1.70383e+09,51996.7,6815.31,1.81818,0,32768,0,0
21.152,0,16.128,1.54917e+09,47276.9,6196.67,1.81818,0,32768,0,0
21.92,0,16.704,1.49489e+09,45620.4,5979.56,1.81818,0,32768,0,0
19.232,0,14.016,1.70383e+09,51996.7,6815.31,1.81818,0,32768,0,0
18.928,0,13.76,1.73119e+09,52831.8,6924.77,1.81818,0,32768,0,0
21.312,0,16.224,1.53754e+09,46921.9,6150.15,1.45455,0,32768,0,0
20.736,0,15.68,1.58025e+09,48225.3,6320.99,1.45455,0,32768,0,0
20.544,0,15.712,1.59502e+09,48676,6380.06,1.16364,0,32768,0,0
21.264,0,16.256,1.54101e+09,47027.8,6164.03,1.16364,0,32768,0,0
20.912,0,15.808,1.56695e+09,47819.4,6267.79,1.16364,0,32768,0,0
20.32,0,15.488,1.6126e+09,49212.6,6450.39,1.16364,0,32768,0,0
20.912,0,16.032,1.56695e+09,47819.4,6267.79,1.16364,0,32768,0,0
20.928,0,15.776,1.56575e+09,47782.9,6263,1.16364,0,32768,0,0
21.008,0,15.776,1.55979e+09,47600.9,6239.15,1.16364,0,32768,0,0
19.504,0,14.56,1.68007e+09,51271.5,6720.26,1.16364,0,32768,0,0
20.848,0,15.808,1.57176e+09,47966.2,6287.03,0.930909,0,32768,0,0
20.56,0,15.648,1.59377e+09,48638.1,6375.1,0.930909,0,32768,0,0
20.736,0,15.904,1.58025e+09,48225.3,6320.99,0.930909,0,32768,0,0
20.576,0,15.584,1.59253e+09,48600.3,6370.14,0.930909,0,32768,0,0
20.945,0,15.936,1.56448e+09,47744.1,6257.91,0.930909,0,32768,0,0
19.168,0,14.272,1.70952e+09,52170.3,6838.06,0.930909,0,32768,0,0
20.416,0,15.424,1.60502e+09,48981.2,6420.06,0.930909,0,32768,0,0
20.656,0,15.648,1.58637e+09,48412.1,6345.47,0.930909,0,32768,0,0
19.265,0,14.368,1.70091e+09,51907.6,6803.63,0.930909,0,32768,0,0
19.456,0,14.432,1.68421e+09,51398,6736.84,0.930909,0,32768,0,0
19.536,0,14.624,1.67731e+09,51187.6,6709.25,0.930909,0,32768,0,0
21.552,0,17.696,1.52042e+09,46399.4,6081.66,0.930909,0,32768,0,0
18.688,0,13.696,1.75342e+09,53510.3,7013.7,0.744727,0,32768,0,0
20.976,0,15.936,1.56217e+09,47673.5,6248.67,0.744727,0,32768,0,0
21.408,0,16.128,1.53064e+09,46711.5,6122.57,0.744727,0,32768,0,0
18.912,0,14.176,1.73266e+09,52876.5,6930.63,0.744727,0,32768,0,0
21.04,0,16.224,1.55741e+09,47528.5,6229.66,0.744727,0,32768,0,0
20.96,0,15.808,1.56336e+09,47709.9,6253.44,0.744727,0,32768,0,0
20.624,0,15.808,1.58883e+09,48487.2,6355.31,0.744727,0,32768,0,0
19.136,0,14.208,1.71237e+09,52257.5,6849.5,0.744727,0,32768,0,0
20.512,0,15.552,1.5975e+09,48752,6390.02,0.744727,0,32768,0,0
19.28,0,14.304,1.69959e+09,51867.2,6798.34,0.744727,0,32768,0,0
19.504,0,14.56,1.68007e+09,51271.5,6720.26,0.744727,0,32768,0,0
21.088,0,16.128,1.55387e+09,47420.3,6215.48,0.595782,0,32768,0,0
19.344,0,14.464,1.69396e+09,51695.6,6775.85,0.595782,0,32768,0,0
20.928,0,15.808,1.56575e+09,47782.9,6263,0.595782,0,32768,0,0
20.561,0,15.52,1.5937e+09,48635.8,6374.79,0.595782,0,32768,0,0
20.656,0,15.712,1.58637e+09,48412.1,6345.47,0.595782,0,32768,0,0
21.408,0,16.48,1.53064e+09,46711.5,6122.57,0.595782,0,32768,0,0
20.752,0,15.744,1.57903e+09,48188.1,6316.11,0.595782,0,32768,0,0
21.104,0,15.936,1.55269e+09,47384.4,6210.77,0.476626,0,32768,0,0
18.752,0,13.568,1.74744e+09,53327.6,6989.76,0.476626,0,32768,0,0
20.816,0,15.904,1.57417e+09,48040,6296.69,0.476626,0,32768,0,0
19.024,0,14.24,1.72246e+09,52565.2,6889.82,0.476626,0,32768,0,0
19.296,0,13.92,1.69818e+09,51824.2,6792.7,0.476626,0,32768,0,0
21.2,0,15.84,1.54566e+09,47169.8,6182.64,0.476626,0,32768,0,0
21.232,0,16.128,1.54333e+09,47098.7,6173.32,0.476626,0,32768,0,0
19.888,0,15.264,1.64763e+09,50281.6,6590.51,0.476626,0,32768,0,0
20.96,0,15.872,1.56336e+09,47709.9,6253.44,0.476626,0,32768,0,0
21.424,0,16.192,1.5295e+09,46676.6,6118,0.476626,0,32768,0,0
20.816,0,15.776,1.57417e+09,48040,6296.69,0.476626,0,32768,0,0
20.944,0,15.904,1.56455e+09,47746.4,6258.21,0.476626,0,32768,0,0
21.088,0,16.032,1.55387e+09,47420.3,6215.48,0.3813,0,32768,0,0
20.896,0,15.968,1.56815e+09,47856,6272.59,0.3813,0,32768,0,0
