e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers
28.4,11.776,9.536,5.76901e+08,35211.3,2307.61,1.0229,0,16384,0
28.288,11.968,8.16,5.79186e+08,35350.7,2316.74,1.0229,0,16384,0
28.272,10.752,8.544,5.79513e+08,35370.7,2318.05,1.0229,0,16384,0
29.472,10.688,8.704,5.55917e+08,33930.5,2223.67,1.0229,0,16384,0
28.288,10.72,9.6,5.79186e+08,35350.7,2316.74,1.0229,0,16384,0
37.392,21.44,8.864,4.38169e+08,26743.7,1752.67,1.0229,0,16384,0
27.232,11.2,9.088,6.01645e+08,36721.5,2406.58,1.0229,0,16384,0
28.64,12.128,9.472,5.72067e+08,34916.2,2288.27,1.0229,0,16384,0
30.144,11.488,8.704,5.43524e+08,33174.1,2174.1,1.0229,0,16384,0
27.424,11.136,9.312,5.97433e+08,36464.4,2389.73,1.0229,0,16384,0
27.824,11.136,9.568,5.88844e+08,35940.2,2355.38,1.0229,0,16384,0
28.304,12.064,9.344,5.78858e+08,35330.7,2315.43,1.0229,0,16384,0
29.264,12.768,9.632,5.59869e+08,34171.7,2239.48,1.0229,0,16384,0
27.361,11.168,9.056,5.98809e+08,36548.4,2395.23,1.0229,0,16384,0
28.16,12.48,8.64,5.81818e+08,35511.4,2327.27,1.0229,0,16384,0
27.392,11.36,8.896,5.98131e+08,36507,2392.52,1.0229,0,16384,0
31.28,11.072,9.6,5.23785e+08,31969.3,2095.14,1.0229,0,16384,0
27.376,11.424,8.992,5.9848e+08,36528.3,2393.92,1.0229,0,16384,0
29.344,12.832,9.504,5.58342e+08,34078.5,2233.37,1.0229,0,16384,0
30.416,14.24,9.184,5.38664e+08,32877.4,2154.66,1.0229,0,16384,0
27.248,9.888,9.344,6.01292e+08,36699.9,2405.17,1.0229,0,16384,0
29.6,12.48,9.92,5.53514e+08,33783.8,2214.05,1.0229,0,16384,0
28.928,12.768,9.248,5.66372e+08,34568.6,2265.49,1.0229,0,16384,0
31.216,10.88,13.184,5.24859e+08,32034.9,2099.44,1.0229,0,16384,0
27.184,11.04,9.184,6.02707e+08,36786.3,2410.83,1.0229,0,16384,0
27.296,11.52,8.736,6.00234e+08,36635.4,2400.94,1.0229,0,16384,0
26.768,10.656,9.088,6.12074e+08,37358,2448.3,1.0229,0,16384,0
30.048,13.728,9.28,5.45261e+08,33280.1,2181.04,1.0229,0,16384,0
27.232,10.4,9.504,6.01645e+08,36721.5,2406.58,1.0229,0,16384,0
30.4,14.496,8.992,5.38947e+08,32894.7,2155.79,1.0229,0,16384,0
27.616,11.136,9.536,5.93279e+08,36210.9,2373.12,1.0229,0,16384,0
30.72,14.24,9.12,5.33333e+08,32552.1,2133.33,1.0229,0,16384,0
27.024,10.944,8.896,6.06276e+08,37004.1,2425.1,1.0229,0,16384,0
28.481,12,9.44,5.75261e+08,35111.1,2301.04,1.0229,0,16384,0
28.096,11.584,9.536,5.83144e+08,35592.3,2332.57,1.0229,0,16384,0
27.232,10.944,9.088,6.01645e+08,36721.5,2406.58,1.0229,0,16384,0
27.232,10.944,9.344,6.01645e+08,36721.5,2406.58,1.0229,0,16384,0
29.472,11.968,10.528,5.55917e+08,33930.5,2223.67,1.0229,0,16384,0
31.36,11.68,12.512,5.22449e+08,31887.8,2089.8,1.0229,0,16384,0
27.392,11.168,9.152,5.98131e+08,36507,2392.52,1.0229,0,16384,0
28.224,11.584,9.6,5.80499e+08,35430.8,2322,1.0229,0,16384,0
28.288,11.136,9.536,5.79186e+08,35350.7,2316.74,1.0229,0,16384,0
28,11.072,9.248,5.85143e+08,35714.3,2340.57,1.0229,0,16384,0
27.392,11.232,9.152,5.98131e+08,36507,2392.52,1.0229,0,16384,0
30.304,13.312,9.984,5.40655e+08,32998.9,2162.62,1.0229,0,16384,0
27.472,11.232,9.184,5.96389e+08,36400.7,2385.56,1.0229,0,16384,0
27.2,11.04,9.12,6.02353e+08,36764.7,2409.41,1.0229,0,16384,0
31.136,12.864,9.536,5.26208e+08,32117.2,2104.83,1.0229,0,16384,0
27.392,11.104,9.12,5.98131e+08,36507,2392.52,1.0229,0,16384,0
30.544,14.272,9.088,5.36406e+08,32739.7,2145.63,1.0229,0,16384,0
27.184,11.264,8.96,6.02707e+08,36786.3,2410.83,1.0229,0,16384,0
30.336,12.128,8.832,5.40084e+08,32964.1,2160.34,1.0229,0,16384,0
27.28,11.328,8.928,6.00587e+08,36656.9,2402.35,1.0229,0,16384,0
28.336,12.416,8.608,5.78204e+08,35290.8,2312.82,1.0229,0,16384,0
29.249,11.936,9.472,5.60156e+08,34189.2,2240.62,1.0229,0,16384,0
28.368,10.816,8.832,5.77552e+08,35251,2310.21,1.0229,0,16384,0
27.152,11.008,9.184,6.03418e+08,36829.7,2413.67,1.0229,0,16384,0
28.72,12.48,9.184,5.70474e+08,34818.9,2281.89,1.0229,0,16384,0
29.312,13.44,8.8,5.58952e+08,34115.7,2235.81,1.0229,0,16384,0
27.36,11.36,8.8,5.9883e+08,36549.7,2395.32,1.0229,0,16384,0
27.184,11.04,9.216,6.02707e+08,36786.3,2410.83,1.0229,0,16384,0
32.096,11.872,8.736,5.10469e+08,31156.5,2041.87,1.0229,0,16384,0
31.248,11.296,12.096,5.24322e+08,32002,2097.29,1.0229,0,16384,0
27.296,10.88,9.44,6.00234e+08,36635.4,2400.94,1.0229,0,16384,0
29.376,13.248,8.928,5.57734e+08,34041.4,2230.94,1.0229,0,16384,0
29.376,13.344,8.928,5.57734e+08,34041.4,2230.94,1.0229,0,16384,0
27.2,11.392,8.704,6.02353e+08,36764.7,2409.41,1.0229,0,16384,0
29.264,11.136,9.152,5.59869e+08,34171.7,2239.48,1.0229,0,16384,0
29.504,11.552,9.696,5.55315e+08,33893.7,2221.26,1.0229,0,16384,0
28.048,11.328,9.6,5.84141e+08,35653.2,2336.57,1.0229,0,16384,0
27.184,10.752,9.44,6.02707e+08,36786.3,2410.83,1.0229,0,16384,0
28.416,11.808,9.248,5.76577e+08,35191.4,2306.31,1.0229,0,16384,0
27.2,11.136,9.056,6.02353e+08,36764.7,2409.41,1.0229,0,16384,0
28.272,12,9.248,5.79513e+08,35370.7,2318.05,1.0229,0,16384,0
28.224,11.584,9.664,5.80499e+08,35430.8,2322,1.0229,0,16384,0
31.008,14.944,8.864,5.2838e+08,32249.7,2113.52,1.0229,0,16384,0
31.28,11.072,12.512,5.23785e+08,31969.3,2095.14,1.0229,0,16384,0
27.312,11.104,9.056,5.99883e+08,36613.9,2399.53,1.0229,0,16384,0
28.176,12.32,8.864,5.81488e+08,35491.2,2325.95,1.0229,0,16384,0
30.512,14.56,8.928,5.36969e+08,32774,2147.88,1.0229,0,16384,0
27.168,11.232,8.992,6.03062e+08,36808,2412.25,1.0229,0,16384,0
30.576,10.912,9.216,5.35845e+08,32705.4,2143.38,1.0229,0,16384,0
27.2,11.168,9.024,6.02353e+08,36764.7,2409.41,1.0229,0,16384,0
28.16,11.264,9.696,5.81818e+08,35511.4,2327.27,1.0229,0,16384,0
32.112,15.776,9.408,5.10214e+08,31141,2040.86,1.0229,0,16384,0
27.264,11.488,8.832,6.00939e+08,36678.4,2403.76,1.0229,0,16384,0
29.408,11.456,8.704,5.57127e+08,34004.4,2228.51,1.0229,0,16384,0
29.68,11.584,8.832,5.52022e+08,33692.7,2208.09,1.0229,0,16384,0
27.952,11.36,9.568,5.86148e+08,35775.6,2344.59,1.0229,0,16384,0
27.168,11.008,8.96,6.03062e+08,36808,2412.25,1.0229,0,16384,0
29.136,12.928,9.216,5.62328e+08,34321.8,2249.31,1.0229,0,16384,0
27.296,11.36,8.768,6.00234e+08,36635.4,2400.94,1.0229,0,16384,0
29.248,13.184,9.056,5.60175e+08,34190.4,2240.7,1.0229,0,16384,0
30.224,11.424,11.808,5.42086e+08,33086.3,2168.34,1.0229,0,16384,0
27.264,11.296,8.864,6.00939e+08,36678.4,2403.76,1.0229,0,16384,0
28.289,11.808,9.536,5.79165e+08,35349.4,2316.66,1.0229,0,16384,0
32.416,12.736,12.32,5.05429e+08,30849,2021.72,1.0229,0,16384,0
29.776,11.232,8.832,5.50242e+08,33584.1,2200.97,1.0229,0,16384,0
27.536,11.296,9.152,5.95003e+08,36316.1,2380.01,1.0229,0,16384,0
30.4,14.4,8.992,5.38947e+08,32894.7,2155.79,1.0229,0,16384,0
27.2,11.2,8.992,6.02353e+08,36764.7,2409.41,1.0229,0,16384,0
28.416,12.544,8.96,5.76577e+08,35191.4,2306.31,1.0229,0,16384,0
28.272,12.352,8.768,5.79513e+08,35370.7,2318.05,1.0229,0,16384,0
27.28,11.456,8.832,6.00587e+08,36656.9,2402.35,1.0229,0,16384,0
30.32,11.008,9.568,5.40369e+08,32981.5,2161.48,1.0229,0,16384,0
27.76,11.136,9.504,5.90202e+08,36023.1,2360.81,1.0229,0,16384,0
30.368,11.84,9.6,5.39515e+08,32929.4,2158.06,1.0229,0,16384,0
28.96,11.456,8.736,5.65746e+08,34530.4,2262.98,1.0229,0,16384,0
27.616,11.392,9.28,5.93279e+08,36210.9,2373.12,1.0229,0,16384,0
30.336,14.336,8.96,5.40084e+08,32964.1,2160.34,1.0229,0,16384,0
27.264,11.232,8.8,6.00939e+08,36678.4,2403.76,1.0229,0,16384,0
29.392,12.992,9.408,5.57431e+08,34022.9,2229.72,1.0229,0,16384,0
28.32,12.672,8.672,5.78531e+08,35310.7,2314.12,1.0229,0,16384,0
27.216,10.976,9.056,6.01999e+08,36743.1,2408,1.0229,0,16384,0
28.32,11.968,9.248,5.78531e+08,35310.7,2314.12,1.0229,0,16384,0
29.216,13.216,9.184,5.60789e+08,34227.8,2243.15,1.0229,0,16384,0
28.337,11.904,8.64,5.78184e+08,35289.6,2312.74,1.0229,0,16384,0
29.568,12.896,9.568,5.54113e+08,33820.3,2216.45,1.0229,0,16384,0
27.616,11.616,8.992,5.93279e+08,36210.9,2373.12,1.0229,0,16384,0
27.488,10.912,8.704,5.96042e+08,36379.5,2384.17,1.0229,0,16384,0
28.992,11.392,8.8,5.65121e+08,34492.3,2260.49,1.0229,0,16384,0
27.536,11.072,9.408,5.95003e+08,36316.1,2380.01,1.0229,0,16384,0
32.512,16.16,9.152,5.03937e+08,30757.9,2015.75,1.0229,0,16384,0
27.904,11.392,9.44,5.87156e+08,35837.2,2348.62,1.0229,0,16384,0
28.176,10.912,8.96,5.81488e+08,35491.2,2325.95,1.0229,0,16384,0
28.384,11.328,9.28,5.77227e+08,35231.1,2308.91,1.0229,0,16384,0
27.488,11.68,8.736,5.96042e+08,36379.5,2384.17,1.0229,0,16384,0
26.784,10.016,9.696,6.11708e+08,37335.7,2446.83,1.0229,0,16384,0
28.144,11.712,9.504,5.82149e+08,35531.6,2328.6,1.0229,0,16384,0
28.432,12.064,8.928,5.76252e+08,35171.6,2305.01,1.0229,0,16384,0
28.496,11.744,9.568,5.74958e+08,35092.6,2299.83,1.0229,0,16384,0
28.112,11.36,9.664,5.82812e+08,35572,2331.25,1.0229,0,16384,0
32.448,16.512,8.768,5.04931e+08,30818.5,2019.72,1.0229,0,16384,0
28.32,11.808,9.376,5.78531e+08,35310.7,2314.12,1.0229,0,16384,0
27.232,10.912,8.704,6.01645e+08,36721.5,2406.58,1.0229,0,16384,0
32.896,12.736,9.664,4.98054e+08,30398.8,1992.22,1.0229,0,16384,0
26.992,11.008,8.832,6.06995e+08,37048,2427.98,1.0229,0,16384,0
30.289,14.656,8.736,5.40922e+08,33015.3,2163.69,1.0229,0,16384,0
27.2,10.56,9.152,6.02353e+08,36764.7,2409.41,1.0229,0,16384,0
28.592,12.896,8.736,5.73027e+08,34974.8,2292.11,1.0229,0,16384,0
28.336,11.84,9.568,5.78204e+08,35290.8,2312.82,1.0229,0,16384,0
27.456,11.264,8.928,5.96737e+08,36421.9,2386.95,1.0229,0,16384,0
30.208,11.008,9.248,5.42373e+08,33103.8,2169.49,1.0229,0,16384,0
28.32,12.32,9.056,5.78531e+08,35310.7,2314.12,1.0229,0,16384,0
28.304,12.096,9.312,5.78858e+08,35330.7,2315.43,1.0229,0,16384,0
27.792,11.584,9.088,5.89522e+08,35981.6,2358.09,1.0229,0,16384,0
29.232,13.216,8.864,5.60482e+08,34209.1,2241.93,1.0229,0,16384,0
27.312,11.2,9.056,5.99883e+08,36613.9,2399.53,1.0229,0,16384,0
28.256,12.416,8.832,5.79841e+08,35390.7,2319.37,1.0229,0,16384,0
28.224,11.776,9.312,5.80499e+08,35430.8,2322,1.0229,0,16384,0
28.32,12.448,8.864,5.78531e+08,35310.7,2314.12,1.0229,0,16384,0
29.344,13.28,9.024,5.58342e+08,34078.5,2233.37,1.0229,0,16384,0
27.344,11.136,9.088,5.99181e+08,36571.1,2396.72,1.0229,0,16384,0
31.296,15.2,8.928,5.23517e+08,31953,2094.07,3.81832,0,16384,0
28,11.648,9.376,5.85143e+08,35714.3,2340.57,3.81832,0,16384,0
31.296,11.616,11.936,5.23517e+08,31953,2094.07,3.81832,0,16384,0
27.168,11.232,8.896,6.03062e+08,36808,2412.25,3.81832,0,16384,0
31.393,12.448,12.064,5.219e+08,31854.2,2087.6,3.81832,0,16384,0
28.368,11.936,9.28,5.77552e+08,35251,2310.21,3.81832,0,16384,0
27.312,11.136,9.056,5.99883e+08,36613.9,2399.53,3.81832,0,16384,0
27.248,11.168,9.088,6.01292e+08,36699.9,2405.17,3.81832,0,16384,0
29.472,13.344,9.184,5.55917e+08,33930.5,2223.67,3.81832,0,16384,0
27.024,10.304,8.928,6.06276e+08,37004.1,2425.1,3.81832,0,16384,0
27.52,11.264,9.312,5.95349e+08,36337.2,2381.4,3.81832,0,16384,0
29.168,12.736,9.568,5.61711e+08,34284.1,2246.85,3.81832,0,16384,0
31.648,11.296,9.344,5.17695e+08,31597.6,2070.78,3.81832,0,16384,0
28.784,10.784,9.408,5.69205e+08,34741.5,2276.82,3.81832,0,16384,0
27.856,11.392,9.504,5.88168e+08,35898.9,2352.67,3.81832,0,16384,0
30.448,14.272,9.024,5.38098e+08,32842.9,2152.39,3.81832,0,16384,0
28.256,11.712,9.504,5.79841e+08,35390.7,2319.37,3.81832,0,16384,0
27.312,11.36,8.864,5.99883e+08,36613.9,2399.53,3.81832,0,16384,0
30.016,12.288,9.024,5.45842e+08,33315.6,2183.37,3.81832,0,16384,0
27.728,11.36,9.312,5.90883e+08,36064.6,2363.53,3.81832,0,16384,0
29.376,13.504,8.864,5.57734e+08,34041.4,2230.94,3.81832,0,16384,0
28.368,11.744,9.536,5.77552e+08,35251,2310.21,3.81832,0,16384,0
28.4,11.552,9.76,5.76901e+08,35211.3,2307.61,3.81832,0,16384,0
28.176,12.064,9.216,5.81488e+08,35491.2,2325.95,3.81832,0,16384,0
29.441,12.832,9.6,5.56503e+08,33966.2,2226.01,3.81832,0,16384,0
27.248,11.488,8.736,6.01292e+08,36699.9,2405.17,3.81832,0,16384,0
30.544,11.552,8.768,5.36406e+08,32739.7,2145.63,3.81832,0,16384,0
30.352,11.456,9.312,5.398e+08,32946.8,2159.2,3.81832,0,16384,0
27.424,11.424,9.024,5.97433e+08,36464.4,2389.73,3.81832,0,16384,0
27.12,11.296,8.064,6.0413e+08,36873.2,2416.52,3.81832,0,16384,0
33.008,13.088,9.536,4.96365e+08,30295.7,1985.46,3.81832,0,16384,0
27.824,11.2,9.664,5.88844e+08,35940.2,2355.38,3.81832,0,16384,0
29.52,13.184,9.024,5.55014e+08,33875.3,2220.05,3.81832,0,16384,0
27.12,11.392,8.768,6.0413e+08,36873.2,2416.52,3.81832,0,16384,0
29.216,12.864,9.536,5.60789e+08,34227.8,2243.15,3.81832,0,16384,0
30.336,14.304,9.056,5.40084e+08,32964.1,2160.34,3.81832,0,16384,0
27.696,11.456,9.44,5.91566e+08,36106.3,2366.26,3.81832,0,16384,0
27.248,11.072,9.12,6.01292e+08,36699.9,2405.17,3.81832,0,16384,0
30.736,12.768,9.728,5.33056e+08,32535.1,2132.22,3.81832,0,16384,0
27.984,11.296,9.504,5.85477e+08,35734.7,2341.91,3.81832,0,16384,0
29.472,13.44,8.8,5.55917e+08,33930.5,2223.67,3.81832,0,16384,0
27.84,11.2,8.928,5.88506e+08,35919.5,2354.02,3.81832,0,16384,0
26.8,11.168,8.704,6.11343e+08,37313.4,2445.37,3.81832,0,16384,0
29.377,13.056,9.184,5.57715e+08,34040.2,2230.86,3.81832,0,16384,0
27.264,11.232,9.152,6.00939e+08,36678.4,2403.76,3.81832,0,16384,0
31.392,12.128,9.152,5.21916e+08,31855.2,2087.67,3.81832,0,16384,0
30.08,12.576,8.8,5.44681e+08,33244.7,2178.72,3.81832,0,16384,0
27.552,11.712,8.704,5.94657e+08,36295,2378.63,3.81832,0,16384,0
30.384,14.208,9.056,5.39231e+08,32912.1,2156.92,3.81832,0,16384,0
28.32,11.424,9.632,5.78531e+08,35310.7,2314.12,3.81832,0,16384,0
28.752,12.288,9.216,5.69839e+08,34780.2,2279.35,3.81832,0,16384,0
