e2e_latency_us,transfer_latency_us,fft_exec_us,samples_per_sec,buffers_per_sec,mb_per_sec,cpu_util_pct,gpu_util_pct,buffer_size_samples,dropped_buffers
146.784,122.656,15.616,2.2324e+08,6812.73,892.958,4.81176,0,32768,0
275.281,235.488,28.736,1.19035e+08,3632.65,476.139,4.81176,0,32768,0
47.504,22.176,15.68,6.89795e+08,21050.9,2759.18,4.81176,0,32768,0
221.552,181.12,28.576,1.47902e+08,4513.61,591.608,4.81176,0,32768,0
47.072,22.08,15.392,6.96125e+08,21244.1,2784.5,4.81176,0,32768,0
222.241,182.304,28.288,1.47444e+08,4499.62,589.774,4.81176,0,32768,0
45.856,21.344,15.2,7.14585e+08,21807.4,2858.34,4.81176,0,32768,0
36.208,11.456,15.328,9.04993e+08,27618.2,3619.97,4.81176,0,32768,0
189.712,149.184,28.96,1.72725e+08,5271.15,690.9,4.81176,0,32768,0
45.248,21.216,14.4,7.24187e+08,22100.4,2896.75,4.81176,0,32768,0
102.352,79.52,13.952,3.2015e+08,9770.2,1280.6,4.81176,0,32768,0
40.336,17.408,13.984,8.12376e+08,24791.7,3249.5,4.81176,0,32768,0
110.625,87.648,13.952,2.96208e+08,9039.55,1184.83,4.81176,0,32768,0
153.984,131.136,14.592,2.12801e+08,6494.18,851.205,4.81176,0,32768,0
154.944,132.384,14.336,2.11483e+08,6453.94,845.931,4.81176,0,32768,0
156.8,132.608,15.424,2.0898e+08,6377.55,835.918,4.81176,0,32768,0
153.153,131.456,14.304,2.13956e+08,6529.42,855.824,4.81176,0,32768,0
157.2,133.152,14.816,2.08448e+08,6361.32,833.791,4.81176,0,32768,0
170.544,148.896,14.208,1.92138e+08,5863.59,768.552,4.81176,0,32768,0
156.032,131.552,16,2.10008e+08,6408.94,840.033,4.81176,0,32768,0
142.753,119.584,14.592,2.29543e+08,7005.11,918.173,4.81176,0,32768,0
157.376,133.472,15.616,2.08215e+08,6354.21,832.859,4.81176,0,32768,0
155.04,131.712,15.808,2.11352e+08,6449.95,845.408,4.81176,0,32768,0
278.433,236.8,30.656,1.17687e+08,3591.53,470.749,4.81176,0,32768,0
48.096,22.784,15.52,6.81304e+08,20791.7,2725.22,4.81176,0,32768,0
102.192,77.984,15.936,3.20651e+08,9785.5,1282.61,4.81176,0,32768,0
150.624,128.352,14.784,2.17548e+08,6639.05,870.193,4.81176,0,32768,0
154.944,130.592,15.808,2.11483e+08,6453.94,845.931,4.81176,0,32768,0
153.025,131.328,14.176,2.14135e+08,6534.88,856.54,4.81176,0,32768,0
289.536,247.744,29.952,1.13174e+08,3453.8,452.697,4.81176,0,32768,0
51.168,25.856,15.68,6.404e+08,19543.5,2561.6,4.81176,0,32768,0
214.529,173.536,29.152,1.52744e+08,4661.37,610.976,5.84941,0,32768,0
47.168,22.432,15.104,6.94708e+08,21200.8,2778.83,5.84941,0,32768,0
218.24,177.568,28.928,1.50147e+08,4582.11,600.587,5.84941,0,32768,0
47.36,22.4,15.264,6.91892e+08,21114.9,2767.57,5.84941,0,32768,0
100.432,76.736,14.656,3.26271e+08,9956.99,1305.08,5.84941,0,32768,0
39.04,16.576,13.92,8.39344e+08,25614.8,3357.38,5.84941,0,32768,0
115.041,90.784,15.808,2.84838e+08,8692.55,1139.35,5.84941,0,32768,0
154.704,133.28,13.6,2.11811e+08,6463.96,847.244,5.84941,0,32768,0
146.304,123.36,14.656,2.23972e+08,6835.08,895.888,5.84941,0,32768,0
153.936,131.36,14.144,2.12868e+08,6496.21,851.471,5.84941,0,32768,0
155.729,131.712,15.68,2.10417e+08,6421.41,841.667,5.84941,0,32768,0
151.92,130.048,14.336,2.15692e+08,6582.41,862.77,5.84941,0,32768,0
278.24,236.064,29.888,1.17769e+08,3594.02,471.075,5.84941,0,32768,0
47.664,22.848,15.008,6.87479e+08,20980.2,2749.92,5.84941,0,32768,0
92.801,68.224,16.096,3.531e+08,10775.7,1412.4,5.84941,0,32768,0
152.656,130.56,14.624,2.14653e+08,6550.68,858.61,5.84941,0,32768,0
62.768,39.488,15.84,5.22049e+08,15931.7,2088.2,5.84941,0,32768,0
140.496,118.08,14.112,2.33231e+08,7117.64,932.923,5.84941,0,32768,0
154,131.36,14.144,2.12779e+08,6493.51,851.117,5.84941,0,32768,0
357.025,316.928,28.192,9.17807e+07,2800.92,367.123,5.84941,0,32768,0
46.656,22.272,14.88,7.02332e+08,21433.5,2809.33,5.84941,0,32768,0
250.336,209.024,29.568,1.30896e+08,3994.63,523.584,5.84941,0,32768,0
47.937,22.784,15.808,6.83564e+08,20860.7,2734.26,5.84941,0,32768,0
100.128,75.2,15.68,3.27261e+08,9987.22,1309.04,5.84941,0,32768,0
166.768,143.904,13.824,1.96489e+08,5996.35,785.954,5.84941,0,32768,0
294.048,253.312,29.728,1.11438e+08,3400.81,445.75,5.84941,0,32768,0
49.281,22.624,14.656,6.64922e+08,20291.8,2659.69,5.84941,0,32768,0
247.232,207.936,27.616,1.32539e+08,4044.78,530.158,5.84941,0,32768,0
47.488,22.816,15.264,6.90027e+08,21058,2760.11,5.84941,0,32768,0
269.488,228.832,28.928,1.21594e+08,3710.74,486.374,5.84941,0,32768,0
46.561,22.432,14.496,7.03765e+08,21477.2,2815.06,5.84941,0,32768,0
269.984,229.024,29.12,1.2137e+08,3703.92,485.481,5.84941,0,32768,0
46.992,23.136,15.2,6.9731e+08,21280.2,2789.24,5.84941,0,32768,0
231.265,193.056,27.264,1.4169e+08,4324.04,566.761,5.84941,0,32768,0
46.592,22.4,15.616,7.03297e+08,21462.9,2813.19,5.84941,0,32768,0
224.816,183.968,28.608,1.45755e+08,4448.08,583.019,5.84941,0,32768,0
47.216,22.432,15.04,6.94002e+08,21179.3,2776.01,5.84941,0,32768,0
98.944,75.872,14.496,3.31177e+08,10106.7,1324.71,5.84941,0,32768,0
155.873,132.16,15.776,2.10222e+08,6415.48,840.89,5.84941,0,32768,0
61.648,38.592,15.584,5.31534e+08,16221.1,2126.14,5.84941,0,32768,0
296.704,255.04,29.856,1.1044e+08,3370.36,441.76,5.84941,0,32768,0
46.48,21.792,15.008,7.04991e+08,21514.6,2819.97,5.84941,0,32768,0
245.281,205.312,28.384,1.33594e+08,4076.96,534.375,5.84941,0,32768,0
46.656,22.144,14.848,7.02332e+08,21433.5,2809.33,5.84941,0,32768,0
100.48,77.12,14.368,3.26115e+08,9952.23,1304.46,5.84941,0,32768,0
300.144,260.096,29.408,1.09174e+08,3331.73,436.697,5.84941,0,32768,0
48.032,22.944,15.36,6.82212e+08,20819.5,2728.85,5.84941,0,32768,0
245.025,204.064,29.184,1.33733e+08,4081.22,534.933,5.84941,0,32768,0
47.44,22.208,15.456,6.90725e+08,21079.3,2762.9,5.84941,0,32768,0
244.032,204.704,27.296,1.34277e+08,4097.82,537.11,5.84941,0,32768,0
46.929,22.304,14.912,6.98246e+08,21308.8,2792.99,5.84941,0,32768,0
99.296,76.032,13.92,3.30003e+08,10070.9,1320.01,5.84941,0,32768,0
153.68,131.648,13.92,2.13222e+08,6507.03,852.889,5.84941,0,32768,0
292.384,252.736,28.032,1.12072e+08,3420.16,448.287,5.84941,0,32768,0
57.408,26.912,20.96,5.70792e+08,17419.2,2283.17,5.84941,0,32768,0
232.721,193.696,27.296,1.40804e+08,4296.99,563.215,5.84941,0,32768,0
47.008,22.432,14.976,6.97073e+08,21273,2788.29,5.84941,0,32768,0
83.344,59.264,13.568,3.93166e+08,11998.5,1572.66,5.84941,0,32768,0
154.752,131.296,15.872,2.11745e+08,6461.95,846.981,5.84941,0,32768,0
154.769,133.152,14.272,2.11722e+08,6461.24,846.888,5.84941,0,32768,0
154.88,132.576,13.6,2.1157e+08,6456.61,846.281,5.84941,0,32768,0
153.952,131.072,14.368,2.12846e+08,6495.53,851.382,5.84941,0,32768,0
153.936,131.264,14.56,2.12868e+08,6496.21,851.471,5.84941,0,32768,0
156.865,133.12,15.264,2.08893e+08,6374.91,835.572,5.84941,0,32768,0
156.976,134.688,13.664,2.08745e+08,6370.4,834.981,5.84941,0,32768,0
67.648,43.232,16.064,4.8439e+08,14782.4,1937.56,5.84941,0,32768,0
142.624,119.936,14.272,2.29751e+08,7011.44,919.004,5.84941,0,32768,0
155.088,130.944,15.584,2.11286e+08,6447.95,845.146,5.84941,0,32768,0
154.049,130.88,15.616,2.12712e+08,6491.44,850.846,6.67953,0,32768,0
151.936,130.144,13.664,2.1567e+08,6581.72,862.679,6.67953,0,32768,0
157.008,134.176,14.496,2.08703e+08,6369.1,834.811,6.67953,0,32768,0
155.969,131.648,16.096,2.10093e+08,6411.53,840.372,6.67953,0,32768,0
65.968,41.856,15.68,4.96726e+08,15158.9,1986.9,6.67953,0,32768,0
144.576,121.984,14.112,2.26649e+08,6916.78,906.596,6.67953,0,32768,0
151.776,129.728,14.016,2.15897e+08,6588.66,863.588,6.67953,0,32768,0
156.16,132,15.232,2.09836e+08,6403.69,839.344,6.67953,0,32768,0
154.929,131.776,15.84,2.11503e+08,6454.57,846.013,6.67953,0,32768,0
156.432,133.568,14.592,2.09471e+08,6392.55,837.885,6.67953,0,32768,0
62.784,38.72,15.904,5.21916e+08,15927.6,2087.67,6.67953,0,32768,0
142.416,117.856,15.904,2.30087e+08,7021.68,920.346,6.67953,0,32768,0
150.608,128.768,14.56,2.17571e+08,6639.75,870.286,6.67953,0,32768,0
153.265,130.944,13.536,2.138e+08,6524.65,855.199,6.67953,0,32768,0
154.032,131.776,14.112,2.12735e+08,6492.16,850.94,6.67953,0,32768,0
155.088,132.8,14.336,2.11286e+08,6447.95,845.146,6.67953,0,32768,0
153.872,131.296,14.336,2.12956e+08,6498.91,851.825,6.67953,0,32768,0
61.649,37.824,15.936,5.31525e+08,16220.9,2126.1,6.67953,0,32768,0
145.408,121.504,15.712,2.25352e+08,6877.2,901.408,6.67953,0,32768,0
155.216,133.312,14.368,2.11112e+08,6442.63,844.449,6.67953,0,32768,0
172.24,148.448,15.552,1.90246e+08,5805.85,760.985,6.67953,0,32768,0
154.977,131.392,16,2.11438e+08,6452.57,845.751,6.67953,0,32768,0
152.88,131.136,14.304,2.14338e+08,6541.08,857.352,6.67953,0,32768,0
171.472,147.552,15.84,1.91098e+08,5831.86,764.393,6.67953,0,32768,0
152.992,129.632,15.776,2.14181e+08,6536.29,856.725,6.67953,0,32768,0
153.873,130.4,16.064,2.12955e+08,6498.87,851.819,6.67953,0,32768,0
147.76,123.776,15.84,2.21765e+08,6767.73,887.06,6.67953,0,32768,0
150.912,128.928,14.464,2.17133e+08,6626.38,868.533,6.67953,0,32768,0
154.992,130.56,16.032,2.11417e+08,6451.95,845.669,6.67953,0,32768,0
143.969,119.712,15.904,2.27605e+08,6945.94,910.418,6.67953,0,32768,0
155.136,133.312,14.4,2.11221e+08,6445.96,844.884,6.67953,0,32768,0
65.744,41.6,16.064,4.98418e+08,15210.5,1993.67,6.67953,0,32768,0
307.936,263.488,32.064,1.06412e+08,3247.43,425.647,6.67953,0,32768,0
49.361,24.928,14.784,6.63844e+08,20258.9,2655.38,6.67953,0,32768,0
254.144,212.768,29.728,1.28935e+08,3934.78,515.739,6.67953,0,32768,0
47.568,22.752,15.168,6.88866e+08,21022.5,2755.47,6.67953,0,32768,0
259.825,217.408,30.08,1.26116e+08,3848.74,504.463,6.67953,0,32768,0
48.704,23.2,15.776,6.72799e+08,20532.2,2691.2,6.67953,0,32768,0
244.272,203.424,28.48,1.34146e+08,4093.8,536.582,6.67953,0,32768,0
47.648,22.656,15.328,6.8771e+08,20987.2,2750.84,6.67953,0,32768,0
245.969,205.952,28.192,1.3322e+08,4065.55,532.88,6.67953,0,32768,0
47.632,22.816,15.136,6.87941e+08,20994.3,2751.76,6.67953,0,32768,0
247.088,206.08,29.248,1.32617e+08,4047.14,530.467,6.67953,0,32768,0
46.24,21.344,15.2,7.08651e+08,21626.3,2834.6,6.67953,0,32768,0
103.872,79.328,16.032,3.15465e+08,9627.23,1261.86,6.67953,0,32768,0
151.521,129.472,14.496,2.1626e+08,6599.75,865.042,6.67953,0,32768,0
154.032,131.904,14.048,2.12735e+08,6492.16,850.94,6.67953,0,32768,0
156.016,131.68,15.392,2.1003e+08,6409.6,840.119,6.67953,0,32768,0
153.28,130.272,15.616,2.13779e+08,6524.01,855.115,6.67953,0,32768,0
301.345,260.032,29.472,1.08739e+08,3318.46,434.957,6.67953,0,32768,0
46.944,22.752,14.752,6.98023e+08,21302,2792.09,6.67953,0,32768,0
246.608,204.992,29.6,1.32875e+08,4055.02,531.499,6.67953,0,32768,0
48.448,22.912,15.68,6.76354e+08,20640.7,2705.42,6.67953,0,32768,0
234.881,193.056,29.632,1.39509e+08,4257.48,558.036,6.67953,0,32768,0
46.848,22.368,14.848,6.99454e+08,21345.6,2797.81,6.67953,0,32768,0
248.544,206.656,29.792,1.3184e+08,4023.43,527.359,6.67953,0,32768,0
47.088,22.592,15.072,6.95889e+08,21236.8,2783.55,6.67953,0,32768,0
245.489,203.808,29.664,1.33481e+08,4073.5,533.922,6.67953,0,32768,0
46.352,22.112,14.656,7.06938e+08,21574,2827.75,6.67953,0,32768,0
245.328,205.344,28.064,1.33568e+08,4076.18,534.272,6.67953,0,32768,0
47.728,23.456,14.56,6.86557e+08,20952.1,2746.23,6.67953,0,32768,0
101.393,76.864,16.128,3.23178e+08,9862.61,1292.71,6.67953,0,32768,0
154.144,130.816,15.808,2.1258e+08,6487.44,850.322,6.67953,0,32768,0
151.984,130.368,14.208,2.15602e+08,6579.64,862.407,6.67953,0,32768,0
156.128,131.456,15.488,2.09879e+08,6405,839.516,6.67953,0,32768,0
152.753,130.848,13.76,2.14516e+08,6546.52,858.065,6.67953,0,32768,0
292.544,251.424,29.376,1.12011e+08,3418.29,448.042,6.67953,0,32768,0
50.288,25.632,15.072,6.51607e+08,19885.5,2606.43,6.34362,0,32768,0
35.216,11.904,14.048,9.30486e+08,28396.2,3721.94,6.34362,0,32768,0
233.281,191.712,29.728,1.40466e+08,4286.68,561.863,6.34362,0,32768,0
47.408,22.528,15.296,6.91191e+08,21093.5,2764.77,6.34362,0,32768,0
243.136,202.912,28.32,1.34772e+08,4112.92,539.089,6.34362,0,32768,0
47.184,21.792,15.616,6.94473e+08,21193.6,2777.89,6.34362,0,32768,0
245.409,204,29.376,1.33524e+08,4074.83,534.096,6.34362,0,32768,0
46.864,22.88,14.656,6.99215e+08,21338.3,2796.86,6.34362,0,32768,0
273.936,230.848,30.912,1.19619e+08,3650.49,478.477,6.34362,0,32768,0
49.648,24.8,15.168,6.60006e+08,20141.8,2640.03,6.34362,0,32768,0
352.401,329.664,14.24,9.2985e+07,2837.68,371.94,6.34362,0,32768,0
156.896,132.672,15.84,2.08852e+08,6373.65,835.407,6.34362,0,32768,0
155.04,133.184,14.432,2.11352e+08,6449.95,845.408,6.34362,0,32768,0
303.361,263.232,28.48,1.08017e+08,3296.4,432.066,6.34362,0,32768,0
48.56,23.648,15.232,6.74794e+08,20593.1,2699.18,6.34362,0,32768,0
680.609,622.272,42.08,4.81451e+07,1469.27,192.58,6.34362,0,32768,0
63.408,35.68,15.936,5.1678e+08,15770.9,2067.12,6.34362,0,32768,0
543.153,501.056,29.248,6.03292e+07,1841.1,241.317,6.34362,0,32768,0
49.008,22.4,17.696,6.68626e+08,20404.8,2674.5,6.34362,0,32768,0
490.641,449.12,29.6,6.67861e+07,2038.15,267.144,6.34362,0,32768,0
46.448,22.144,14.784,7.05477e+08,21529.5,2821.91,6.34362,0,32768,0
241.424,199.84,29.76,1.35728e+08,4142.09,542.912,6.34362,0,32768,0
47.825,22.496,15.84,6.85165e+08,20909.6,2740.66,6.34362,0,32768,0
496.944,456.352,29.664,6.5939e+07,2012.3,263.756,6.34362,0,32768,0
47.68,24.16,14.144,6.87248e+08,20973.2,2748.99,6.34362,0,32768,0
37.025,14.592,14.976,8.85024e+08,27008.8,3540.09,6.34362,0,32768,0
183.488,143.424,28.32,1.78584e+08,5449.95,714.336,6.34362,0,32768,0
46.832,22.88,14.592,6.99693e+08,21352.9,2798.77,6.34362,0,32768,0
352.256,329.376,14.432,9.30233e+07,2838.84,372.093,6.34362,0,32768,0
159.169,136.416,14.56,2.05869e+08,6282.63,823.477,6.34362,0,32768,0
291.952,250.528,29.696,1.12238e+08,3425.22,448.951,6.34362,0,32768,0
50.528,25.248,15.552,6.48512e+08,19791,2594.05,6.34362,0,32768,0
349.633,326.176,14.24,9.37211e+07,2860.14,374.885,6.34362,0,32768,0
153.024,130.816,14.688,2.14136e+08,6534.92,856.545,6.34362,0,32768,0
160.272,135.84,15.552,2.04452e+08,6239.39,817.81,6.34362,0,32768,0
296.897,256.48,29.472,1.10368e+08,3368.17,441.473,6.34362,0,32768,0
47.376,22.176,15.648,6.91658e+08,21107.7,2766.63,6.34362,0,32768,0
691.409,625.92,49.376,4.73931e+07,1446.32,189.572,6.34362,0,32768,0
62.416,35.584,15.712,5.24994e+08,16021.5,2099.97,6.34362,0,32768,0
496.097,455.2,28.576,6.60516e+07,2015.73,264.206,6.34362,0,32768,0
47.808,22.72,15.488,6.85408e+08,20917,2741.63,6.34362,0,32768,0
488.833,448.064,28.896,6.70331e+07,2045.69,268.132,6.34362,0,32768,0
46.048,22.272,14.272,7.11605e+08,21716.5,2846.42,6.34362,0,32768,0
685.153,627.584,41.664,4.78258e+07,1459.53,191.303,6.34362,0,32768,0
65.424,37.312,16.512,5.00856e+08,15284.9,2003.42,6.34362,0,32768,0
401.201,375.456,15.136,8.16748e+07,2492.52,326.699,6.34362,0,32768,0
69.44,45.12,15.392,4.71889e+08,14400.9,1887.56,6.34362,0,32768,0
71.824,45.792,15.968,4.56226e+08,13922.9,1824.91,6.34362,0,32768,0
314.113,273.216,29.312,1.04319e+08,3183.57,417.277,5.0749,0,32768,0
47.376,22.112,15.68,6.91658e+08,21107.7,2766.63,5.0749,0,32768,0
253.488,212.16,29.504,1.29268e+08,3944.96,517.074,5.0749,0,32768,0
48.304,22.656,15.936,6.7837e+08,20702.2,2713.48,5.0749,0,32768,0
665.473,609.28,39.744,4.92402e+07,1502.69,196.961,5.0749,0,32768,0
78.4,49.216,17.408,4.17959e+08,12755.1,1671.84,5.0749,0,32768,0
563.697,523.264,27.84,5.81305e+07,1774,232.522,5.0749,0,32768,0
46.976,22.56,14.912,6.97548e+08,21287.5,2790.19,5.0749,0,32768,0
488.961,448.352,28.992,6.70156e+07,2045.15,268.062,5.0749,0,32768,0
45.76,22.144,14.048,7.16084e+08,21853.1,2864.34,5.0749,0,32768,0
683.265,627.232,39.776,4.7958e+07,1463.56,191.832,5.0749,0,32768,0
66.768,37.632,17.856,4.90774e+08,14977.2,1963.1,5.0749,0,32768,0
149.536,123.392,15.648,2.19131e+08,6687.35,876.525,5.0749,0,32768,0
75.504,50.912,15.648,4.3399e+08,13244.3,1735.96,5.0749,0,32768,0
334.912,294.016,28.672,9.78406e+07,2985.86,391.363,5.0749,0,32768,0
48.784,25.216,13.984,6.71696e+08,20498.5,2686.78,5.0749,0,32768,0
349.28,324.736,15.424,9.38158e+07,2863.03,375.263,5.0749,0,32768,0
153.888,132.288,14.176,2.12934e+08,6498.23,851.736,5.0749,0,32768,0
158.081,135.52,13.76,2.07286e+08,6325.87,829.145,5.0749,0,32768,0
154.144,131.36,14.624,2.1258e+08,6487.44,850.322,5.0749,0,32768,0
152.608,130.368,14.08,2.1472e+08,6552.74,858.88,5.0749,0,32768,0
