Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,1160288,349,3324.6,3264.0,3200,7744,384.4,"void vector_fft_symm_r2c<(unsigned int)8192, EPT<(unsigned int)16>, (unsigned int)1, (unsigned int)0, (padding_t)70, (twiddle_t)0, (loadstore_modifier_t)2, (layout_t)0, unsigned int, float>(kernel_arguments_t<T9>)"
